Country Name,"Series Name","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
Honduras,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10620307922363","","","20.8550128936768","","","33.1007194519043",""
Honduras,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7774953842163","","","21.4059524536133","","","36.7754211425781",""
Honduras,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7649478912354","","","38.5674018859863","","","53.4874496459961",""
Honduras,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8760223388672","","","44.6198310852051","","","56.3277168273926",""
Honduras,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1805419921875","","","27.192497253418","","","34.6660270690918",""
Honduras,"Adequacy of social insurance programs (% of total welfare of beneficiary households)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.3879085163746","26.2841224146252","24.637070917046","26.5987151203453","","27.8583846774004","","","","",""
Honduras,"Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.55065925425793","21.6737366740153","8.94491730270442","11.1889857871234","","13.3302749456851","","","","",""
Honduras,"Adequacy of social safety net programs (% of total welfare of beneficiary households)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7721490712101","20.1911805725185","2.77522761122436","4.20856010625062","","5.64831808759655","","","","",""
Honduras,"Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38567092877337","4.77441814772302","","","","","","",""
Honduras,"Adjusted net enrollment rate, primary (% of primary school age children)","","","","","","","","","","71.81907","75.19117","75.63189","","85.8062099999999","87.31811","88.30706","","88.14037","","","","","86.25241","","87.56192","","","","","","","85.54644","","","88.7146999999999","90.26542","86.21833","91.50502","85.89473","89.5792699999999","88.40517","88.49373","89.23385","85.83288","82.859","82.69168","81.3374599999999","83.06458","83.7114299999999",""
Honduras,"Adjusted net enrollment rate, primary, female (% of primary school age children)","","","","","","","","","","","75.34518","75.71249","","85.63146","87.75414","89.0038","","89.97811","","","","","86.78022","","88.09316","","","","","","","86.13879","","","89.78404","91.40454","87.24191","92.49355","86.6467399999999","90.48201","89.2404899999999","89.40749","89.78716","86.38804","83.45769","82.97702","82.1109199999999","83.8534899999999","84.48817",""
Honduras,"Adjusted net enrollment rate, primary, male (% of primary school age children)","","","","","","","","","","","75.03939","75.55248","","85.97835","86.8889","87.62192","","86.33648","","","","","85.73672","","87.04373","","","","","","","84.97201","","","87.68095","89.16486","85.22992","90.5508399999999","85.16918","88.7086","87.59976","87.61282","88.70053","85.29787","82.28211","82.41673","80.59216","82.3043299999999","82.9628199999999",""
Honduras,"Adjusted net national income (annual % growth)","","","","6.30626750461833","7.95431442476031","-4.65140351607928","2.11725561972705","17.1838718450578","16.2670999547955","-38.1206661028661","2.21429381862488","1.84851767361755","-0.779050930894542","-11.4770687098664","4.50901082709765","10.3051544539408","8.763703616155","4.18892715018033","5.49883228869628","4.92446013372843","-1.88317722251914","-9.48427418173846","7.30457263173756","8.74449148154983","17.5500637434459","8.81830175417014","3.06453081707059","5.65106647545667","11.0648956556538","6.42097415156056","3.95202964870786","28.3052518372218","1.76304776773819","2.05605400660384","2.45530704531664","3.46681795242148","5.11413225642346","4.63959604262936","7.2427972171924","0.192502783684915","-0.5192449914245","3.06414591065437","4.68453332551948","1.62099574686169","-1.09906617791127","4.00467409267984","10.2340310372699","4.02358360699684","",""
Honduras,"Adjusted net national income (constant 2010 US$)","","","3674952445.71624","3906704777.61062","4217456359.2689","4021285445.88476","4106426337.97302","4812069377.302","5594853512.80182","3462058086.24216","3538718224.44303","3604132056.24138","3576054031.90657","3165627853.5627","3308366356.22546","3649298619.13671","3969112334.18629","4135375558.37417","4362772924.8369","4577615938.24559","4491411317.56215","4065433553.57492","4362396100.29083","4743865455.67223","5576416867.04601","6068162133.45257","6254122832.06203","6607547470.75857","7338665703.79579","7809879531.70596","8118528286.32735","10416498163.2484","10600146001.592","10818090728.1636","11083708071.981","11467960053.2144","12054446697.4496","12613724329.3853","13527310804.0984","13553351253.954","13482976156.3976","13896114218.9284","14547082320.4664","14782889906.1736","14620416163.097","15205916181.4225","16762094362.9305","17436531243.9067","",""
Honduras,"Adjusted net national income (current US$)","","","681169208.284635","746202749.519643","839275742.449296","946508476.112693","1040771008.78167","1227129821.84393","1514930928.34108","1726999509.47144","1987911711.36313","2241358160.66645","2491189519.9964","2468597960.14832","2698662383.39619","2912077148.48304","3222191086.00127","3366294651.27377","3643617333.68754","3467484861.09437","3137541068.77119","2542464031.08377","2561920230.73866","2846267048.76325","3059237028.62642","3020574332.49227","3382203659.67057","3512551496.35706","4140236838.8415","4663669026.21703","4859810010.58479","6461981948.46162","6868349386.30629","7022455735.72324","7311556767.63739","7793644647.54415","8607949007.75339","9573139962.8855","11058947857.0128","12356515243.6858","12952638443.234","13896114218.9284","15472302115.3963","15999367803.6399","15838157063.4939","16700597771.059","18100667630.5609","18673703483.1882","",""
Honduras,"Adjusted net national income per capita (annual % growth)","","","","3.20838383552631","4.79527173503523","-7.46456133777001","-0.927128225772492","13.6552984868834","12.7412211322159","-40.0043502257315","-0.896871920586335","-1.24217005192823","-3.77827745467928","-14.141795109687","1.38018185824774","7.02543152262376","5.55499844239891","1.14206539474399","2.4409065667854","1.90537743626042","-4.69118691875133","-12.0633175556597","4.26165923752654","5.6800513727604","14.2629630659285","5.80379398967561","0.240598731406763","2.7918964364578","8.09832352136472","3.6170544963488","1.25079344222421","25.0198437728521","-0.803097031501395","-0.473296052313259","-0.0306010438402922","1.02049150218203","2.7009534555166","2.30887140257461","4.92532593404829","-1.90339703991137","-2.52944432076757","1.05491286514072","2.71882161935844","-0.219465037753736","-2.83700367240422","2.21682693323586","8.36892322775206","2.28806638673665","",""
Honduras,"Adjusted net national income per capita (constant 2010 US$)","","","1313.36250014429","1355.50021030078","1420.50012875368","1314.46602533976","1302.27923980064","1480.10935712814","1668.69336331845","1001.143426063","992.164451789845","979.840082103834","942.819005189794","809.487473220663","820.659872470843","878.314769844934","927.105141629179","937.693288624619","960.581505682963","978.884208949137","932.962920989192","820.416641153708","855.38000272764","903.96602631489","1032.89836677672","1092.84566010717","1095.47503290162","1126.05956130749","1217.25150762543","1261.28015801387","1277.05616751838","1596.57362552305","1583.75159013074","1576.2557563762","1575.77340566116","1591.85403935957","1634.84927604244","1672.59584345218","1754.97664030154","1721.57246687891","1678.02624988754","1695.72796467804","1741.83178318722","1738.00907140664","1688.70169022411","1726.13728411501","1870.5963882282","1913.39687541876","",""
Honduras,"Adjusted net national income per capita (current US$)","","","243.437733583966","258.908220989129","282.680174648145","309.391922381304","330.0618022998","377.443920548903","451.835813077912","499.406469403881","557.358684194655","609.348528272802","656.796794462868","631.248907830147","669.41919029987","700.879987466095","752.639298568989","763.304773043","802.240108487187","741.492126269629","651.734894285557","513.076839935473","502.342126569189","542.369664136465","566.650773389004","543.990334750189","592.428349242382","598.609728429798","686.733765703409","753.173359772234","764.455099261893","990.450896820635","1026.18956951181","1023.21070838438","1039.48575996423","1081.82664187506","1167.4280501413","1269.41050022841","1434.74157106601","1569.54807940162","1612.0229733356","1695.72796467804","1852.61532106378","1881.02911920387","1829.35439763102","1895.80977138703","2019.97690510118","2049.15790861298","",""
Honduras,"Adjusted net savings, excluding particulate emission damage (% of GNI)","","","","","","11.5961289426254","6.77919743251253","9.62580267925999","13.060820640411","16.0028183039142","15.4497283285253","9.0113803105012","7.31850707552237","2.14569433629875","3.49208466561667","4.87670864276785","9.07255009893776","9.16922989759958","11.6395565717315","16.1231537868335","13.1451413717815","17.1810365637655","15.7111683499753","15.3246992697654","20.9353887400272","24.6940936828592","23.8607354357011","22.2840522985971","24.2510145495814","24.7667031359141","26.3334314082725","17.6958562794373","16.4183568104437","16.4255608789769","16.8473596369242","18.1824204933382","21.9080311896778","22.8224514959113","21.6984237295971","18.6401085051326","14.3558268446445","14.8620009114225","16.6499625813854","14.7232774371295","10.6637669270627","12.3762396703537","18.6998927164752","19.0635675086005","",""
Honduras,"Adjusted net savings, excluding particulate emission damage (current US$)","","","","","","118396476.504206","74232211.8860122","124172849.749553","209038427.819368","296212158.804043","331628410.846931","218841375.346212","196501914.977776","58169774.5299063","102492683.189807","154347828.543602","315452562.403791","332155357.62516","456014541.54752","607835978.028481","446653777.057538","480529693.007609","440487768.484345","474154094.829275","687511085.036607","801980249.572582","870571621.51066","841364959.785348","1079338429.12649","1236630132.00204","1371719911.31963","1218072802.62923","1200237448.80186","1228602371.14807","1310330028.57332","1513139664.68299","2019710410.9694","2353675661.17688","2577397001.57638","2473340263.61685","2002864329.81724","2245198367.89949","2785463278.90536","2540384600.99145","1827160459.19281","2244963770.49486","3637956547.32045","3815629892.03013","",""
Honduras,"Adjusted net savings, including particulate emission damage (% of GNI)","","","","","","","","","","","","","","","","","","","","","","15.3789220488145","14.0121388335835","13.7212520250995","19.4975043579202","23.2706101814155","22.5108559662824","21.0144151379022","23.0962055885123","23.7441427592867","25.2730236688288","16.7403082848954","15.4998278354505","15.5464840887023","15.9970675505934","17.357655095475","21.0934699900395","22.0312565001521","20.9471424096417","17.9023785784625","13.5958836380656","14.1527403884234","15.9603890101319","14.0556039335561","10.0133003663388","11.7373371536267","18.0892338655005","18.4708109915979","",""
Honduras,"Adjusted net savings, including particulate emission damage (current US$)","","","","","","","","","","","","","","","","","","","","","","430127056.855825","392852754.741676","424542610.550361","640291448.278225","755750342.599211","821320551.203017","793428067.323589","1027941416.95477","1185572509.73438","1316482810.32202","1152298815.46644","1133089872.07876","1162849010.46162","1244197217.3917","1444502750.36116","1944615678.76651","2272079851.66899","2488157790.21597","2375451502.35746","1896840263.24028","2138050576.82182","2670100745.71999","2425182840.09204","1715707650.07658","2129071299.0226","3519156380.98979","3696987907.31501","",""
Honduras,"Adjusted savings: carbon dioxide damage (% of GNI)","","0.32955742267741","0.338673557512959","0.382703489186316","0.360365395110567","0.359452845787201","0.403811010106142","0.396989290955767","0.394036196109545","0.384513741742545","0.34855808248216","0.3682638083636","0.332313036075535","0.348439223319672","0.391157211431521","0.3840356494293","0.356500481039165","0.348495397497793","0.400465567161383","0.510996731872554","0.660851151576297","0.814887993981513","0.900655449242462","0.98009197572716","0.9017875353676","1.12340380493809","1.22245380016379","1.26471420099137","1.18019638013758","1.22472653604634","1.25188674061557","1.05897714874267","1.19285634123445","1.29984087951378","1.4595081745792","1.57106263585655","1.54601255370621","1.36109519069923","1.56540102690267","1.45387034164517","1.30275112715084","1.27070233422369","1.35436523454493","1.38200652208181","1.46965254855715","1.52089320823095","1.51977123590967","1.58563671619849","",""
Honduras,"Adjusted savings: carbon dioxide damage (current US$)","","2308220.18843258","2392728.68382905","2967865.36728814","3169413.46981474","3670013.55548732","4421730.56066226","5121161.65483475","6306549.12171517","7117349.16739765","7481799.06620053","8943286.77024193","8922605.01862812","9446187.51841593","11480463.9599365","12154728.3044373","12395521.5474815","12624245.9486052","15689439.7900159","19264357.4820179","22454810.8366501","22791283.6417189","25251318.0543127","30324550.937009","29614397.640856","36484338.1346857","44601876.9999068","47751019.3657214","52526928.4876353","61152012.4267636","65211325.565416","72893407.5367793","87201835.6233821","97225756.761208","113515555.512205","130743714.286387","142527533.541262","140369522.681102","185942534.963964","192912828.435481","181754335.116755","191964650.243857","226579165.485251","238454250.567383","251814489.555355","275879446.601942","295662750.687109","317369917.750071","",""
Honduras,"Adjusted savings: consumption of fixed capital (% of GNI)","","3.31640529379883","3.24856519624423","3.03069885038511","2.822247865232","5.14813760734708","3.69913624762315","3.80710299516718","4.16188626095907","5.64522174448665","5.89281640177831","5.9515019363626","6.05045578836556","6.60022206530525","6.62188620082048","6.64601692230357","6.35179808815306","6.71636608350593","6.6276917931717","6.26630945918402","5.98442530348776","6.90379684862956","6.79904625414982","6.44891331565929","5.75181215712373","5.59303141181352","5.7862878201433","5.69927764795785","5.37596499685306","5.3954295030529","5.57225074260499","5.31269440290514","5.28590592018451","5.30163109237303","5.18933962098491","5.50173451193779","5.83003519326127","5.70435699055468","5.66411557101962","5.76342208506436","6.12435658507936","6.17020095725181","5.80013948809255","5.72741823999289","5.89327971213206","5.8425594264939","5.33467636421861","4.91163906666438","",""
Honduras,"Adjusted savings: consumption of fixed capital (current US$)","","23228102.677767","22951113.1114655","23503068.0693871","24821668.5635915","52562484.9710137","40505541.9114735","49111626.7341051","66610987.5257068","104493051.667837","126489301.117763","144532227.500317","162454737.917615","178932023.490536","194352356.683138","210346435.590908","220852016.349183","243300364.733185","259659705.759035","236237177.236544","203342519.469553","193089594.329562","190622151.427523","199532702.207845","188887565.746999","181642654.519732","211115788.265791","215184044.841856","239267747.041229","269400035.279332","290260968.120382","365692875.138172","386417612.279766","396552457.418889","403609092.485855","457853931.912889","537473343.642839","588289396.243785","672798848.029463","764743611.620242","854444364.652722","932130552.36636","970337048.965696","988220534.622497","1009771475.56027","1059799631.29359","1037830596.21226","983079207.665229","",""
Honduras,"Adjusted savings: education expenditure (% of GNI)","","2.9","2.9390807","2.9390807","2.9390807","2.9390807","2.9390807","2.9390807","2.8","3","2.9","2.9","3.1","3.8","3.9628881","3.9628881","4.1","4.6","4.7","4.3938531","4.1","4.0425164","4","3.6916892","3.6916892","3.5","3.8","3.5462322","3.5462322","3.5462322","3.73181672","3.91740123999997","4.10298575999999","4.28857028","4.47415479999997","4.65973931999999","4.84532384","5.03090835999997","5.21649287999999","5.4020774","5.58766191999998","5.77324643999999","5.95883096000001","6.14441547999998","6.33","6.33","6.33","6.33","",""
Honduras,"Adjusted savings: education expenditure (current US$)","","20311600","20764605.1455","22792569.3589597","25849213.2869597","30008013.947","32182933.665","37914139.5604597","44813998.6","55529998.5","62248498.55","70426501.45","83235000","103018001.9","116310763.753556","125425408.365","142556997.95","166635002.3","184136597.65","165646376.116127","139312346.223","113063560.365562","112146406.6","114222766.803032","121233824.651045","113668106.615","138645020.84","133892860.79401","157831940.772633","177067475.211776","194391958.300254","269649562.70439","299942145.118946","320777333.18604","347984462.44813","387783155.425223","446692398.757267","518836749.972481","619629023.527516","716797090.366488","779566991.700031","872162743.214961","996885412.994324","1060170096.9189","1084600384.2543","1148217960.0378","1231465083.4467","1266968378.592","",""
Honduras,"Adjusted savings: energy depletion (% of GNI)","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
Honduras,"Adjusted savings: energy depletion (current US$)","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
Honduras,"Adjusted savings: gross savings (% of GNI)","","","","","","16.31243878","9.196347032","11.9573648","16.00125011","20.0864376","20.28651107","14.18571311","11.76908752","7.635560538","7.972741192","9.289099526","12.65746207","11.990338","14.33840439","20.26352459","17.36731091","23.04920782","21.2341218","20.62151737","24.98871064","29.30978865","28.58333006","26.97051491","28.86045454","29.04321469","30.55787124","20.9593786","19.55430933","19.55147287","19.82553643","21.44255782","25.23730669","26.3265425","24.94497455","21.56812536","17.23096084","18.37468382","19.56061177","17.23351889","13.3679606","15.49856439","20.84827152","21.02205092","",""
Honduras,"Adjusted savings: mineral depletion (% of GNI)","","0.259850903542831","0.23757983032644","0.372407372491575","1.21332304862853","1.75106881304222","0.672910408850463","0.519620001239257","0.359213395560686","0.256388196291073","0.718878100432461","0.773198599539936","0.312963118086415","0.586805224348334","0.86982230147692","0.946550394302045","0.734595639451565","0.106592939045139","0.0917598494314943","1.40869673507489","1.29434906073068","0.84002795346247","0.277434950973744","0.285069208170935","0.0383940012696086","0.0683096587663373","0.0370885347616399","0.0844518598316456","0.226816765878834","0.0739761359730804","0.0993518985920333","0.0819828010395152","0.0362861636007442","0.0494404649889305","0.0928903763586864","0.150859532133851","0.159461036778609","0.675718755574416","0.50568416209486","0.419048928118633","0.444614333452161","0.642814208431492","0.767160839526143","0.652124910387164","0.544998429554011","0.606072491842034","0.409957380727854","0.472790157632903","",""
Honduras,"Adjusted savings: mineral depletion (current US$)","","1819995.72841399","1678501.5012563","2888018.98746848","10671175.6060264","17878412.5811611","7368368.97691257","6703097.75617641","5749210.21634209","4745745.38515367","15430718.0663437","18777128.3764267","8403059.72062024","15908289.925486","25529284.1134365","29958319.9796597","25541890.0164331","3861329.27020661","3594967.33514716","53107262.3278585","43980196.2151043","23494413.3374606","7778333.20423814","8820188.24543345","1260846.01530696","2218465.59299608","1353194.91446122","3188595.80380376","10094919.9994372","3693714.02771549","5175283.66938493","5643186.66769668","2652641.36538077","3698057.73840015","7224695.8651905","12554518.9074735","14700778.6020258","69686763.8904242","60066521.8529291","55603248.5570517","62030713.9835004","97109764.7103325","128342531.526367","112518974.619924","93381596.5422229","109937333.367755","79754849.9316931","94630360.0995917","",""
Honduras,"Adjusted savings: natural resources depletion (% of GNI)","","","0.336826412441605","0.747148005743904","1.75128366830633","2.14780008974468","1.25328304172164","1.06655053916609","1.18450701190026","1.0538838134881","1.49540825841181","1.7545670560406","1.167811623314","2.34120491296713","1.43050121417121","1.34522641156563","0.976613406323018","0.356246620149795","0.370690457368282","1.75691771095561","1.67689308842026","2.19200281630995","1.82325174327322","1.55950200880421","1.09141141247195","1.39925975451245","1.51385300799268","1.26870296974488","1.59951080574995","1.20258771533682","1.13211906722382","0.809252008288245","0.760176014903387","0.813010295421717","0.803483802063061","0.847079503858516","0.798551599781073","1.46954718395694","1.23352710559599","1.11280183132721","1.03568820471428","1.84502605355337","1.71497542289079","1.54523216903025","1.67126141529408","2.08887208732486","1.62393119876283","1.79120762952255","",""
Honduras,"Adjusted savings: net forest depletion (% of GNI)","","0","0.0992465821151654","0.374740633252329","0.537960619677796","0.396731276702463","0.580372632871181","0.546930537926833","0.825293616339572","0.797495617197025","0.776530157979345","0.981368456500666","0.854848505227588","1.7543996886188","0.560678912694292","0.398676017263587","0.242017766871453","0.249653681104656","0.278930607936788","0.348220975880723","0.382544027689577","1.35197486284748","1.54581679229948","1.27443280063328","1.05301741120234","1.33095009574611","1.47676447323104","1.18425110991323","1.37269403987112","1.12861157936374","1.03276716863179","0.72726920724873","0.723889851302643","0.763569830432786","0.710593425704375","0.696219971724665","0.639090563002464","0.793828428382528","0.727842943501132","0.693752903208581","0.591073871262115","1.20221184512188","0.94781458336465","0.893107258643085","1.12626298574007","1.48279959548283","1.21397381803498","1.31841747188965","",""
Honduras,"Adjusted savings: net forest depletion (current US$)","","0","701177.102643643","2906113.4235015","4731363.38108591","4050626.33513215","6355080.32993944","7055403.66579088","13208823.916868","14761643.4755691","16668219.4527616","23832533.4568029","22952682.3653607","47561776.4356555","16455925.807238","12618095.9463925","8414957.63311153","9043704.722843","10927943.2182822","13127781.3412248","12998318.544154","37812856.2492112","43339449.6295813","39431607.7834693","34580735.6112756","43224736.3950039","53880537.1491812","44713024.9972814","61094410.1178385","56352881.4759258","53797291.6254424","50060693.7325087","52918798.0485582","57113648.1194721","55267527.0115629","57939373.6354871","58918022.0017456","81867394.9802885","86455138.1047798","92053487.1368586","82464130.1298165","181617810.994921","158565084.111651","154098565.11764","192977135.403646","268969530.279648","236171622.295189","263885189.046982","",""
Honduras,"Adjusted savings: net national savings (% of GNI)","","","","","","11.1643011781573","5.49721078434032","8.15026180938185","11.8393638484208","14.4412158591448","14.3936946694192","8.2342111749054","5.7186317349119","1.03533847258556","1.35085499121941","2.64308260376278","6.30566398629994","5.27397191524717","7.7107125962612","13.9972151296617","11.3828856117781","16.145410974057","14.435075542491","14.1726040542968","19.2368984878668","23.7167572423097","22.7970422438576","21.2712372693334","23.4844895354689","23.6477851872973","24.9856204961119","15.6466841964682","14.2684034065816","14.2498417739124","14.6361968135665","15.9408233130532","19.4072715031651","20.6221855105675","19.2808589820957","15.804703278105","11.1066042565096","12.2044828591996","13.7604722788211","11.5061006482416","7.47468089091391","9.65600496590957","15.5135951511477","16.1104118543215","",""
Honduras,"Adjusted savings: net national savings (current US$)","","","","","","113987515.028986","60194458.0885265","105138373.265895","189489012.474293","267306898.332163","308960648.882237","199967822.499683","153545262.082385","28068026.5094638","39647593.3168621","83653564.4090919","219247933.650817","191049635.266815","302090294.240965","527689003.063456","386774756.430447","451564685.870438","404710462.772477","438507674.992155","631733239.653001","770239683.080268","831762209.734209","803124739.158144","1045222746.95877","1180761264.72067","1301511853.87962","1077020527.86183","1043068578.72023","1065862500.58111","1138353344.51415","1326594116.08711","1789164346.35716","2126762592.75622","2290232172.97054","2097112737.37976","1549546517.34728","1843727850.63364","2302064647.0343","1985286294.3775","1280733296.43973","1751532120.70641","3018080686.78774","3224546980.33477","",""
Honduras,"Adjusted savings: particulate emission damage (% of GNI)","","","","","","","","","","","","","","","","","","","","","","1.80211451495101","1.6990295163918","1.60344724466589","1.43788438210704","1.42348350144373","1.3498794694187","1.2696371606949","1.15480896106904","1.02256037662742","1.06040773944363","0.955547994541855","0.918528974993184","0.879076790274594","0.8502920863308","0.824765397863131","0.814561199638335","0.791194995759202","0.751281319955327","0.737729926670054","0.759943206578884","0.709260522999146","0.689573571253499","0.667673503573404","0.650466560723875","0.638902516727095","0.61065885097471","0.592756517002626","",""
Honduras,"Adjusted savings: particulate emission damage (current US$)","","","","","","","","","","","","","","","","","","","","","","50402636.1517839","47635013.7426692","49611484.2789138","47219636.7583819","46229906.9733711","49251070.3076429","47936892.4617585","51397012.1717227","51057622.267662","55237100.9976054","65773987.1627931","67147576.7230941","65753360.6864495","66132811.1816168","68636914.3218306","75094732.202883","81595809.5078873","89239211.3604081","97888761.2593957","106024066.576952","107147791.077669","115362533.185371","115201760.899411","111452809.116222","115892471.472259","118800166.330654","118641984.715112","",""
Honduras,"Adolescent fertility rate (births per 1,000 women ages 15-19)","155.5976","153.9984","152.3992","150.8","149.8804","148.9608","148.0412","147.1216","146.202","144.9624","143.7228","142.4832","141.2436","140.004","138.7026","137.4012","136.0998","134.7984","133.497","132.294","131.091","129.888","128.685","127.482","125.499","123.516","121.533","119.55","117.567","115.6572","113.7474","111.8376","109.9278","108.018","104.901","101.784","98.667","95.55","92.433","89.4986","86.5642","83.6298","80.6954","77.761","76.3666","74.9722","73.5778","72.1834","",""
Honduras,"Adolescents out of school (% of lower secondary school age)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.4356","34.73007","34.48733","36.03314","36.15888",""
Honduras,"Adolescents out of school, female (% of female lower secondary school age)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0654","33.53687","33.30908","35.0316","35.18302",""
Honduras,"Adolescents out of school, male (% of male lower secondary school age)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.75856","35.88175","35.62425","36.99954","37.10057",""
Honduras,"Adults (ages 15+) and children (ages 0-14) newly infected with HIV","","","","","","","","","","","","","","","","","","","","","","4200","4600","4800","4900","4700","4500","4100","3500","2900","2300","1900","1500","1300","1200","1100","1000","920","860","820","810","840","830","830","840","850","860","850","880",""
Honduras,"Adults (ages 15+) newly infected with HIV","","","","","","","","","","","","","","","","","","","","","","4000","4400","4600","4600","4400","4100","3700","3200","2500","2000","1600","1300","1100","970","890","870","770","720","690","710","750","760","770","780","790","800","800","820",""
